startup_name,startup_oneliner,startup_desc,year_founded,origin_country,startup_url,industry_1,industry_2,industry_3,industry_4,industry_5
INTELLLEX,builds tools to help legal professional search for  cases accurately,"INTELLLEX is a technology company building better tools to serve the legal community. We help legal professionals search accurately with SOURCE, group information with STACKS and connect their notes with SCRIBE. https://vimeo.com/152145855

SOURCE: A search engine that understands legal concepts to search for cases, commentaries and statutes across jurisdictions. SOURCE helps you find the information you need faster.

SCRIBE: A note-taking software designed for legal professionals. SCRIBE allows you to build up a personalised casebook that grows with you.

STACKS: A repository tailored to your legal practice. STACKS makes it easy for you to gather everything that matters in your own way.",2014,Singapore,https://intelllex.com/,Consulting & Services,null,null,null,null
Kakitangan.com,easy to use and free HR system for SME to improve employees' happiness and productivity,"Kakitangan.com builds a beautiful, easy-to-use and Free HR system. We improve the system every week from the suggestions and feedbacks in user community. We had 1200+ companies sign up to use Kakitangan.com in first 6 mths.

If you still use paper/email to apply and approve leaves in your company, you should start using Kakitangan.com, TODAY.
To make sure youâ€™re in a good hand, behind Kakitangan.com is an ex-MSFT, ex-Facebook, ex-Zalora dev leads team and 20-years experience HR expert. 

We are glad to work with you in your journey to becoming a great company!
",2016,Malaysia,http://www.kakitangan.com,Consulting & Services,Jobs & HR,null,null,null
Pokemall,social mobile-first C2C and B2C platform where users can buy and sell things,"Pokemall is a Mobile-first platform for Consumer to Consumer and Business to Consumer commerce. On Pokemall you can buy and sell in a social experience with people and companies you know and follow. As soon as users register in the Pokemall mobile app, they get their own shop that they can use to sell things. Sellers can display their wares in seconds, simply by snapping a photo of their product and sharing it with followers on the platform. Shoppers, in turn, can follow their favorite shops and browse through products in an Instagram-like feed.",2016,Sweden,https://youtu.be/2CulRNixlPw,E-Commerce,null,null,null,null
Proper,"Proper is a real-estate concierge service that connects clients in search of property to buy, rent, or list to real-estate agents with relevant listings","Proper is a real-estate concierge service that connects clients in search of property to buy, rent, or list to real-estate agents with relevant listings. The service allows clients to specify what they are looking for, which is then matched to agents in the form of a request with those details. Agents who are interested, or have those listings, will accept them to gain access to the client's phone number for further contact. Proper generates leads for these agents while making the property hunting exercise extremely short and simple for potential clients. ",2014,Malaysia,http://proper.my,Real Estate,null,null,null,null
PropHunter.asia,null,"Prophunter.asia is a top agent referral platform that matches you with the top professional property agents.

Upon receiving your property request, we use data and technology to match you with the top performing, most responsive, and highest rated agents in your property area.

All the agents in our platform has to follow our professional service standards, and we have a dedicated support team who uses technology to help users to follow up on the progress of every case.",null,Malaysia,http://www.prophunter.asia,Real Estate,null,null,null,null
Pubu,null,"Pubu is an online e-book marketplace that offers more than 70,000 books.",2010,Taiwan,http://pubu.com.tw/,Media and Entertainment,null,null,null,null
QueQ,mobile queue management system to help businesses digitise and manage their queue,"We have developed this mobile application and we truly hope everyone loves it because, simply, it makes all the troubles of having to wait in a long line of queue vanished. The application is called ""QueQ"" Q-U-E-Q.

Remember the last time when you were stuck in a long queue? Of course, QueQ can't make a queue line disappeared, but it allows you to go shopping or anything that you enjoy while waiting in the line. The system will send you a notification when your queue is approaching, then you can go back to the shop as simple as that.",2016,Malaysia,http://www.queq.me/,Logistic & Transportation,null,null,null,null
RocketValet,offers on-demand pick-up and delivery services to service centers for car maintenance via SMS,"RocketValet offers on-demand Pick-up & Delivery services to service centers for car maintenance via 
SMS (Conversational Based). https://youtu.be/EcbLvuiO62g 
",null,Malaysia,http://www.rocketvalet.com ,Logistic & Transportation,null,null,null,null
SCHUHSTER,designs shoes with hidden heels for men,"We design shoes with hidden heels, especially for men. Our team does the sourcing of materials and works closely with the shoemaker to come up with designs to ensure that the shoes looks like any normal shoes without heels. We then distribute our shoes to retailers in Malaysia and our distributors in other countries. 

We have secured a distributor in Singapore and Hong Kong. Now in negotiation with one in London, Manila and Australia.  We hope to enhance our service by providing customised shoes on the internet.  

https://www.youtube.com/watch?v=AWgqoR-AUWg
",2016,Malaysia,http://www.schuhster.com,Art & Craft,null,null,null,null
SparePartsAsia,SparePartsAsia.com provides the most complete line of authentic or quality forklift spare parts online across Asia - delivered faster.,"SparePartsAsia.com provides the most complete line of authentic or quality forklift spare parts online across Asia - delivered faster.
",null,Philippines,http://sparepartsasia.com/,E-Commerce,null,null,null,null
SurvivalTravel,SurvivalTravel.com is a social photo sharing travel review app targeted for the youth and avid travellers.,"SurvivalTravel.com is a social photo sharing travel review app targeted for the youth and avid travellers. Share amazing travel photos, review the locations, and share animated photos to your social network. Consists of a rapid review patent pending system and first of its kind in the world. SurvivalTravel.com is also supported by its peripheral travel apps - SurvivalLanguage and SurvivalKit. A truly experiential travel solution.",2004,Malaysia,https://survivaltravel.com,Travel & Tourism,null,null,null,null
Swiftcow,online grocery service that provide the cheapest and largest range of product to customers,"Swiftcow is Malaysia's Largest, Friendliest, and Cheapest Supermarket at your doorstep. We are an online grocery delivery service that provides the largest range of products by aggregating all supermarkets in Malaysia. We also use big data to find the cheapest products for customers to purchase.",2015,Malaysia,https://www.swiftcow.my,E-Commerce,null,null,null,null
